5.458678824424401,4.7174094818503205,2.4068812,1.6460643,-0.5090199,0.0000000,1.0512084
5.4486963244244,4.7166822818503205,2.4112445,1.6409751,-0.5079211,0.0099994,1.0468959
5.4387099244244,4.7160057818503205,2.4155821,1.6358962,-0.5069540,0.0199989,1.0419046
5.428720524424401,4.715379981850321,2.4198913,1.6308264,-0.5061184,0.0299983,1.0362346
5.418729024424401,4.714804881850321,2.4241694,1.6257647,-0.5054140,0.0399978,1.0298854
5.408736124424401,4.71428028185032,2.4284139,1.6207102,-0.5048408,0.0499972,1.0228561
5.398742724424401,4.71380638185032,2.4326220,1.6156617,-0.5043986,0.0599966,1.0151454
5.3887497244244,4.71338298185032,2.4367913,1.6106184,-0.5040877,0.0699961,1.0067514
5.3787579244244,4.713010081850321,2.4409190,1.6055792,-0.5039082,0.0799955,0.9976720
5.368768124424401,4.712687681850321,2.4450026,1.6005430,-0.5038602,0.0899949,0.9879044
5.358781324424401,4.71241568185032,2.4490396,1.5955088,-0.5039443,0.0999944,0.9774457
5.3487982244244,4.7121940818503205,2.4530273,1.5904757,-0.5041607,0.1099938,0.9662923
5.3388197244244004,4.712022781850321,2.4569631,1.5854426,-0.5045101,0.1199933,0.9544406
5.3288047244244,4.71190138185032,2.4608444,1.5803972,-0.5024133,0.1299927,0.9575082
5.318783524424401,4.71183038185032,2.4647321,1.5753766,-0.4995434,0.1399921,0.9653214
5.3087678244244,4.71180948185032,2.4686453,1.5703880,-0.4966037,0.1499916,0.9735927
5.298757524424401,4.7118383818503204,2.4725858,1.5654318,-0.4935958,0.1599910,0.9823132
5.288752424424401,4.711916681850321,2.4765552,1.5605085,-0.4905212,0.1699904,0.9914739
5.2787524244244,4.712044081850321,2.4805552,1.5556185,-0.4873816,0.1799899,1.0010660
5.268757524424401,4.712220081850321,2.4845873,1.5507624,-0.4841786,0.1899893,1.0110809
5.2587675244244005,4.712444381850321,2.4886532,1.5459405,-0.4809140,0.1999888,1.0215097
5.2487823244244005,4.71271658185032,2.4927542,1.5411532,-0.4775894,0.2099882,1.0323437
5.238801724424401,4.713036281850321,2.4968919,1.5364010,-0.4742064,0.2199876,1.0435746
5.228825724424401,4.713403081850321,2.5010677,1.5316842,-0.4707668,0.2299871,1.0551937
5.218854124424401,4.713816781850321,2.5052829,1.5270033,-0.4672722,0.2399865,1.0671927
5.2088662244244,4.7142777818503205,2.5095388,1.5223484,-0.4639143,0.2499860,1.0783672
5.198870424424401,4.714785581850321,2.5138320,1.5177215,-0.4606539,0.2599854,1.0889659
5.1888790244244,4.715339481850321,2.5181599,1.5131282,-0.4573874,0.2699848,1.0996475
5.1788923244244005,4.71593888185032,2.5225227,1.5085685,-0.4541155,0.2799843,1.1104083
5.168910424424401,4.716583581850321,2.5269206,1.5040425,-0.4508391,0.2899837,1.1212448
5.1589333244244004,4.717273081850321,2.5313537,1.4995501,-0.4475589,0.2999831,1.1321535
5.148961324424401,4.71800708185032,2.5358220,1.4950914,-0.4442759,0.3099826,1.1431312
5.138994424424401,4.71878528185032,2.5403257,1.4906663,-0.4409907,0.3199820,1.1541746
5.129032724424401,4.719607281850321,2.5448648,1.4862748,-0.4377041,0.3299815,1.1652808
5.1190765244244005,4.72047268185032,2.5494394,1.4819169,-0.4344168,0.3399809,1.1764468
5.109125724424401,4.721381181850321,2.5540495,1.4775926,-0.4311294,0.3499803,1.1876698
5.099180724424401,4.722332381850321,2.5586951,1.4733018,-0.4278428,0.3599798,1.1989473
5.0892321244244005,4.723326781850321,2.5633764,1.4690417,-0.4241177,0.3699792,1.2131656
5.0792807244244,4.724364181850321,2.5681044,1.4648190,-0.4199661,0.3799787,1.2302559
5.0693351244244,4.725443181850321,2.5728902,1.4606385,-0.4158021,0.3899781,1.2474885
5.059395524424401,4.72656348185032,2.5777340,1.4565003,-0.4116265,0.3999775,1.2648605
5.049461924424401,4.727724481850321,2.5826359,1.4524044,-0.4074404,0.4099770,1.2823693
5.039534224424401,4.728925781850321,2.5875962,1.4483510,-0.4032448,0.4199764,1.3000124
5.029612524424401,4.730166981850321,2.5926151,1.4443399,-0.3990406,0.4299758,1.3177875
5.019696924424401,4.73144768185032,2.5976927,1.4403714,-0.3948288,0.4399753,1.3356926
5.0097873244244004,4.732767281850321,2.6028292,1.4364453,-0.3906101,0.4499747,1.3537258
4.999883924424401,4.73412548185032,2.6080247,1.4325618,-0.3863856,0.4599742,1.3718854
4.989986524424401,4.73552188185032,2.6132793,1.4287209,-0.3821559,0.4699736,1.3901700
4.980095424424401,4.736955881850321,2.6185933,1.4249226,-0.3779219,0.4799730,1.4085781
4.9702066244244,4.73842778185032,2.6239666,1.4211659,-0.3734478,0.4899725,1.4287367
4.960318824424401,4.739937181850321,2.6294056,1.4174546,-0.3686470,0.4999719,1.4512578
4.950437324424401,4.741483081850321,2.6349188,1.4137915,-0.3638447,0.5099713,1.4738997
4.9405620244244,4.743064681850321,2.6405063,1.4101766,-0.3590417,0.5199708,1.4966633
4.9306931244244,4.74468168185032,2.6461680,1.4066101,-0.3542385,0.5299702,1.5195493
4.9208305244244,4.746333581850321,2.6519039,1.4030917,-0.3494359,0.5399697,1.5425591
4.910974324424401,4.74801988185032,2.6577140,1.3996215,-0.3446344,0.5499691,1.5656940
4.901124424424401,4.74973998185032,2.6635983,1.3961996,-0.3398347,0.5599685,1.5889556
4.8912810244244005,4.7514934818503205,2.6695568,1.3928257,-0.3350373,0.5699680,1.6123457
4.8814440244244,4.7532797818503205,2.6755894,1.3895000,-0.3302426,0.5799674,1.6358665
